TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,M1,M2,M3,M4,M5,M6,M7,M8,M9
3050836,0,1450022,82.553,C,7585,553.0,150.0,visa,226.0,credit,,,,1818.0,gmail.com,gmail.com,,,,M2,,,,,
3050837,0,1450053,26.935,C,9633,296.0,185.0,visa,138.0,debit,,,,383.0,gmail.com,gmail.com,,,,M2,,,,,
3050838,0,1450067,200.0,R,9734,555.0,150.0,visa,226.0,debit,299.0,87.0,,388.0,me.com,sbcglobal.net,,,,,,,,,
3050839,0,1450099,311.95,W,7826,481.0,150.0,mastercard,224.0,debit,387.0,87.0,,,,,,,,,,T,,,
3050840,0,1450108,445.0,W,1450,215.0,150.0,visa,166.0,debit,191.0,87.0,9.0,,gmail.com,,T,T,F,M1,F,T,,,
3050841,0,1450116,50.0,S,4121,361.0,150.0,visa,226.0,credit,231.0,87.0,,,,gmail.com,,,,,,,,,
3050842,0,1450126,30.0,H,6019,583.0,150.0,visa,226.0,credit,181.0,87.0,,,hotmail.com,,,,,,,,,,
3050843,0,1450136,117.0,W,17399,111.0,150.0,mastercard,224.0,debit,204.0,87.0,14.0,,gmail.com,,T,T,T,M0,T,F,,,
3050844,0,1450146,171.0,W,6236,194.0,150.0,mastercard,117.0,debit,264.0,87.0,12.0,,yahoo.com,,T,T,F,M0,F,T,F,T,T
3050845,0,1450148,209.95,W,7508,321.0,150.0,visa,226.0,debit,177.0,87.0,,,anonymous.com,,,,,,,F,,,
3050846,0,1450150,100.0,H,17197,573.0,143.0,mastercard,224.0,debit,502.0,87.0,,,yahoo.com,,,,,,,,,,
3050847,0,1450159,100.0,H,8406,264.0,150.0,visa,226.0,debit,264.0,87.0,,,gmail.com,hotmail.com,,,,,,,,,
3050848,0,1450160,226.0,W,9168,249.0,150.0,visa,226.0,credit,299.0,87.0,,,yahoo.com,,,,,M0,T,F,,,
3050849,0,1450180,445.0,W,12219,,150.0,visa,166.0,debit,204.0,87.0,12.0,,,,T,T,F,M2,T,F,,,
3050851,0,1450182,171.0,W,7680,360.0,150.0,mastercard,166.0,debit,226.0,87.0,10.0,,gmail.com,,T,T,T,M0,F,F,F,F,T
3050850,0,1450182,100.0,H,11312,555.0,150.0,visa,226.0,debit,325.0,87.0,,,gmail.com,,,,,,,,,,
3050852,0,1450183,29.0,W,16115,431.0,150.0,visa,166.0,debit,204.0,87.0,,,gmail.com,,,,,M0,T,F,,,
3050853,0,1450183,50.0,H,12501,490.0,150.0,visa,226.0,debit,204.0,87.0,,,anonymous.com,,,,,,,,,,
3050854,0,1450189,50.0,H,13203,321.0,150.0,visa,226.0,debit,264.0,87.0,,,anonymous.com,,,,,,,,,,
3050856,0,1450192,141.0,W,11815,206.0,150.0,mastercard,166.0,debit,272.0,87.0,,,rocketmail.com,,,,,M0,T,F,,,
3050855,0,1450192,15.741,C,2256,545.0,185.0,visa,226.0,credit,,,,,hotmail.com,hotmail.com,,,,M2,,,,,
3050857,0,1450216,49.0,W,12037,595.0,150.0,mastercard,224.0,debit,231.0,87.0,1.0,,,,T,T,T,M1,T,F,F,T,T
3050858,0,1450236,29.0,W,1804,161.0,150.0,mastercard,117.0,debit,123.0,87.0,23.0,,me.com,,T,T,T,M1,F,T,,,
3050859,0,1450278,56.0,W,9400,111.0,150.0,mastercard,224.0,debit,315.0,87.0,,,gmail.com,,,,,M0,F,F,,,
3050860,0,1450298,129.95,W,8880,111.0,150.0,visa,226.0,debit,110.0,87.0,4.0,,gmail.com,,T,T,T,,,T,,,
3050861,0,1450301,554.0,W,17896,396.0,150.0,mastercard,190.0,credit,476.0,87.0,,,yahoo.com,,,,,M1,F,T,,,
3050862,0,1450305,98.5,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,20.0,,gmail.com,,T,T,T,M0,F,F,,,
3050863,0,1450334,150.0,R,6019,583.0,150.0,visa,226.0,credit,337.0,87.0,,,aol.com,aol.com,,,,,,,,,
3050864,0,1450346,200.0,R,11862,562.0,150.0,visa,226.0,credit,143.0,87.0,,,gmail.com,yahoo.com,,,,,,,,,
3050865,0,1450348,87.0,W,2039,562.0,150.0,mastercard,219.0,credit,204.0,87.0,,,aol.com,,,,,M0,T,T,,,
3050866,0,1450392,15.95,W,12839,321.0,150.0,visa,226.0,debit,264.0,87.0,10.0,,yahoo.com,,T,T,T,,,F,F,F,T
3050867,0,1450421,67.511,C,15885,545.0,185.0,visa,138.0,debit,,,,443.0,icloud.com,icloud.com,,,,M2,,,,,
3050868,0,1450423,25.0,H,3210,555.0,150.0,mastercard,224.0,debit,177.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3050869,0,1450444,129.95,W,6019,583.0,150.0,visa,226.0,credit,110.0,87.0,4.0,,gmail.com,,T,T,T,,,T,,,
3050870,0,1450456,92.0,W,7103,,150.0,visa,226.0,debit,264.0,87.0,4.0,,gmail.com,,T,T,T,M0,T,F,,,
3050871,0,1450467,79.58,W,17265,143.0,150.0,visa,226.0,debit,110.0,87.0,21.0,,gmail.com,,T,T,T,,,T,F,F,T
3050872,0,1450467,100.0,R,17055,393.0,150.0,mastercard,117.0,debit,472.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3050873,0,1450479,60.0,H,1724,583.0,150.0,visa,226.0,credit,420.0,87.0,,,anonymous.com,hotmail.com,,,,,,,,,
3050874,0,1450486,300.0,R,3602,119.0,150.0,visa,195.0,credit,330.0,87.0,,,gmail.com,anonymous.com,,,,,,,,,
3050875,0,1450487,117.0,W,5751,556.0,150.0,mastercard,224.0,debit,264.0,87.0,,,anonymous.com,,,,,M1,F,T,,,
3050876,0,1450495,116.367,C,15591,555.0,147.0,visa,226.0,credit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3050877,0,1450497,265.0,W,14482,512.0,150.0,visa,226.0,debit,181.0,87.0,20.0,,aol.com,,T,F,F,M0,F,F,,,
3050878,0,1450503,100.0,R,10486,514.0,150.0,mastercard,219.0,credit,299.0,87.0,,,gmail.com,yahoo.com,,,,,,,,,
3050879,0,1450521,29.0,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,6.0,,yahoo.com,,T,T,T,M0,T,F,F,F,T
3050880,0,1450523,20.0,S,15063,514.0,150.0,visa,226.0,credit,441.0,87.0,,,,bellsouth.net,,,,,,,,,
3050881,0,1450525,814.99,W,15392,555.0,150.0,visa,194.0,credit,433.0,87.0,17.0,,hotmail.com,,T,T,T,M0,F,T,,,
3050882,0,1450532,75.0,R,3302,399.0,150.0,american express,185.0,credit,387.0,87.0,,,yahoo.com,gmail.com,,,,,,,,,
3050883,0,1450534,87.0,W,12469,360.0,150.0,mastercard,166.0,debit,177.0,87.0,18.0,,gmail.com,,T,T,T,M0,F,F,F,F,T
3050884,0,1450535,49.0,W,17966,356.0,150.0,mastercard,224.0,debit,472.0,87.0,,,aol.com,,,,,M1,F,T,,,
3050885,0,1450540,39.0,W,11839,490.0,150.0,visa,226.0,debit,269.0,87.0,3.0,,yahoo.com,,T,T,T,M0,F,T,,,
3050886,0,1450579,48.95,W,8406,264.0,150.0,visa,226.0,debit,498.0,87.0,0.0,,,,T,F,F,,,F,T,T,T
3050887,0,1450591,219.95,W,15066,170.0,150.0,mastercard,102.0,credit,299.0,87.0,,,yahoo.com,,,,,,,T,,,
3050888,0,1450601,59.0,W,13481,199.0,150.0,mastercard,224.0,debit,325.0,87.0,,,,,,,,M0,T,F,,,
3050890,0,1450665,100.0,R,2616,327.0,150.0,discover,102.0,credit,191.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3050889,0,1450665,54.0,W,2377,203.0,150.0,visa,166.0,debit,184.0,87.0,6.0,,,,T,F,F,M0,T,F,,,
3050891,0,1450669,54.5,W,16435,298.0,150.0,visa,226.0,debit,337.0,87.0,5.0,,cox.net,,T,F,F,M0,T,T,,,
3050892,0,1450670,25.95,W,10531,556.0,150.0,visa,226.0,debit,485.0,87.0,,,,,,,,,,T,,,
3050893,0,1450676,20.0,W,6530,206.0,150.0,mastercard,166.0,debit,315.0,87.0,,,gmail.com,,,,,M1,F,T,,,
3050894,0,1450682,39.0,W,4526,571.0,150.0,visa,226.0,debit,181.0,87.0,,,gmail.com,,,,,M0,F,T,,,
3050895,0,1450685,25.0,H,9112,250.0,150.0,visa,226.0,debit,441.0,87.0,,,yahoo.com,,,,,,,,,,
3050896,0,1450706,117.0,W,6267,,150.0,visa,166.0,debit,123.0,87.0,6.0,,gmail.com,,T,T,T,M0,F,F,,,
3050897,1,1450723,115.0,W,7664,490.0,150.0,visa,226.0,debit,204.0,87.0,,,gmail.com,,,,,M0,F,F,,,
3050898,0,1450751,29.616,C,18268,583.0,150.0,visa,226.0,credit,,,,,yahoo.com,yahoo.com,,,,M2,,,,,
3050899,0,1450774,97.0,W,9450,417.0,150.0,visa,226.0,debit,324.0,87.0,,,yahoo.com,,,,,M1,F,T,,,
3050900,0,1450780,29.0,W,5700,122.0,150.0,mastercard,166.0,debit,337.0,87.0,,,icloud.com,,,,,M0,T,F,,,
3050901,0,1450782,47.864,C,12778,500.0,185.0,mastercard,224.0,credit,,,,7.0,anonymous.com,anonymous.com,,,,M2,,,,,
3050902,0,1450800,50.0,H,11465,360.0,150.0,visa,166.0,debit,325.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3050903,0,1450819,100.0,R,7585,553.0,150.0,visa,226.0,credit,472.0,87.0,,,yahoo.com,yahoo.com,,,,,,,,,
3050904,0,1450821,59.0,W,13481,199.0,150.0,mastercard,224.0,debit,325.0,87.0,30.0,,,,T,F,F,M0,T,F,,,
3050905,0,1450826,2053.67,W,16075,514.0,150.0,mastercard,102.0,credit,264.0,87.0,8.0,,yahoo.com,,T,T,T,,,T,F,T,T
3050906,0,1450838,100.0,R,8599,399.0,150.0,american express,185.0,credit,472.0,87.0,,10.0,gmail.com,anonymous.com,,,,,,,,,
3050907,0,1450852,201.0,W,1906,199.0,150.0,mastercard,224.0,debit,512.0,87.0,0.0,,hotmail.com,,T,T,T,M1,F,F,T,T,T
3050908,0,1450857,50.0,H,2455,321.0,150.0,visa,226.0,credit,177.0,87.0,,,yahoo.com,,,,,,,,,,
3050909,0,1450882,60.0,H,9803,583.0,150.0,visa,226.0,credit,327.0,87.0,,,gmail.com,,,,,,,,,,
3050910,0,1450925,59.0,W,10726,555.0,150.0,visa,226.0,debit,337.0,87.0,1142.0,,,,T,F,F,M0,F,T,F,F,F
3050911,0,1450942,439.95,W,10486,514.0,150.0,mastercard,219.0,credit,204.0,87.0,100.0,,,,T,T,T,,,F,F,F,T
3050912,0,1450943,30.0,H,16865,145.0,150.0,visa,226.0,debit,433.0,87.0,,,gmail.com,yahoo.com,,,,,,,,,
3050913,0,1450946,77.0,W,12839,321.0,150.0,visa,226.0,debit,299.0,87.0,1249.0,,gmail.com,,T,T,T,M0,F,F,,,
3050914,0,1450957,7.579,C,5812,408.0,185.0,mastercard,224.0,debit,,,,7.0,anonymous.com,anonymous.com,,,,M2,,,,,
3050915,0,1450967,136.0,W,15125,111.0,150.0,visa,195.0,debit,325.0,87.0,1.0,,anonymous.com,,T,F,F,M0,F,F,F,F,T
3050916,0,1450973,20.0,H,18360,399.0,150.0,american express,198.0,credit,126.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3050917,0,1450998,18.539,C,5595,545.0,185.0,visa,138.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3050918,0,1451009,92.464,C,16136,204.0,185.0,visa,138.0,debit,,,,0.0,hotmail.com,hotmail.com,,,,M2,,,,,
3050919,0,1451018,50.0,R,8908,583.0,150.0,visa,226.0,credit,123.0,87.0,,,anonymous.com,anonymous.com,,,,,,,,,
3050920,1,1451019,115.0,W,7664,490.0,150.0,visa,226.0,debit,204.0,87.0,959.0,,gmail.com,,T,T,T,M0,F,F,F,F,F
3050921,0,1451023,150.0,H,15497,490.0,150.0,visa,226.0,debit,299.0,87.0,,,gmail.com,,,,,,,,,,
3050922,0,1451025,33.95,W,7919,194.0,150.0,mastercard,202.0,debit,387.0,87.0,23.0,,,,T,T,T,,,F,F,F,T
3050923,0,1451027,49.0,W,4208,490.0,150.0,visa,195.0,debit,325.0,87.0,,,yahoo.com,,,,,M1,T,F,,,
3050924,0,1451049,47.95,W,12577,268.0,150.0,visa,166.0,debit,226.0,87.0,,,yahoo.com,,,,,,,F,,,
3050925,0,1451063,67.95,W,7207,111.0,150.0,visa,226.0,debit,204.0,87.0,2.0,,aol.com,,T,T,F,,,T,F,T,T
3050926,0,1451070,40.0,H,16659,170.0,150.0,visa,226.0,credit,469.0,87.0,,,gmail.com,,,,,,,,,,
3050927,0,1451104,150.0,R,1724,583.0,150.0,visa,226.0,credit,299.0,87.0,,,hotmail.com,hotmail.com,,,,,,,,,
3050928,0,1451150,100.0,R,6019,583.0,150.0,visa,226.0,credit,299.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3050929,0,1451154,25.0,H,12598,111.0,150.0,visa,166.0,debit,126.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3050930,0,1451159,50.0,H,8695,170.0,150.0,visa,226.0,credit,498.0,87.0,,,yahoo.com,,,,,,,,,,
3050931,0,1451164,107.0,W,15265,384.0,150.0,visa,226.0,credit,325.0,87.0,,,me.com,,,,,M0,T,T,,,
3050932,0,1451173,92.0,W,11814,455.0,150.0,mastercard,166.0,debit,204.0,87.0,,,gmail.com,,,,,M1,F,F,,,
3050933,0,1451185,5.597,C,15885,545.0,185.0,visa,138.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3050934,0,1451189,6.063,C,4461,375.0,185.0,mastercard,224.0,debit,,,,60.0,hotmail.com,hotmail.com,,,,M2,,,,,
3050935,0,1451209,206.0,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,,,comcast.net,,,,,M1,F,F,,,
3050936,0,1451228,50.0,H,8131,583.0,150.0,mastercard,224.0,credit,191.0,87.0,,,gmail.com,,,,,,,,,,
3050937,0,1451229,50.0,S,1252,111.0,150.0,visa,226.0,credit,330.0,87.0,,1.0,,hotmail.com,,,,,,,,,
3050938,0,1451232,117.0,W,13237,555.0,150.0,visa,226.0,debit,143.0,87.0,,,gmail.com,,,,,M0,F,T,,,
3050939,0,1451262,11.554,C,1164,545.0,185.0,visa,137.0,debit,,,,446.0,outlook.com,outlook.com,,,,M2,,,,,
3050940,0,1451266,21.105,C,9633,296.0,185.0,visa,138.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3050941,0,1451275,40.81,C,9633,296.0,185.0,visa,138.0,debit,,,,,outlook.com,outlook.com,,,,M2,,,,,
3050942,0,1451293,107.95,W,12839,321.0,150.0,visa,226.0,debit,264.0,87.0,30.0,,gmail.com,,T,T,T,,,F,,,
3050943,0,1451294,107.95,W,9500,321.0,150.0,visa,226.0,debit,231.0,87.0,,,gmail.com,,,,,,,F,,,
3050944,0,1451295,200.0,R,15063,514.0,150.0,visa,226.0,credit,264.0,87.0,,,yahoo.com,anonymous.com,,,,,,,,,
3050945,0,1451305,26.95,W,17131,111.0,150.0,mastercard,224.0,debit,264.0,87.0,,,gmail.com,,,,,,,T,,,
3050946,0,1451321,26.95,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,,gmail.com,,,,,,,F,,,
3050947,0,1451329,150.0,R,16075,514.0,150.0,mastercard,102.0,credit,126.0,87.0,,110.0,gmail.com,gmail.com,,,,,,,,,
3050948,0,1451342,21.105,C,3154,408.0,185.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3050949,0,1451351,35.95,W,2392,360.0,150.0,mastercard,166.0,debit,203.0,87.0,22.0,,icloud.com,,T,T,T,,,F,,,
3050950,0,1451368,117.0,W,9175,111.0,150.0,visa,226.0,debit,264.0,87.0,1215.0,,yahoo.com,,T,T,T,M0,F,,,,
3050951,0,1451382,100.0,H,14128,170.0,150.0,mastercard,219.0,credit,384.0,87.0,,,comcast.net,gmail.com,,,,,,,,,
3050952,0,1451391,107.95,W,10447,490.0,150.0,visa,226.0,debit,315.0,87.0,1.0,,,,T,T,T,,,T,T,T,T
3050954,0,1451393,209.95,W,9002,453.0,150.0,visa,226.0,debit,264.0,87.0,11.0,,gmail.com,,T,T,T,,,F,F,T,T
3050953,0,1451393,50.0,H,10023,111.0,150.0,visa,226.0,debit,325.0,87.0,,,gmail.com,,,,,,,,,,
3050955,0,1451398,100.0,S,6019,583.0,150.0,visa,226.0,credit,330.0,87.0,,3831.0,,comcast.net,,,,,,,,,
3050956,0,1451420,50.0,H,10486,514.0,150.0,mastercard,219.0,credit,264.0,87.0,,,yahoo.com,,,,,,,,,,
3050957,0,1451444,130.592,C,6019,583.0,150.0,visa,226.0,credit,,,,2098.0,gmail.com,gmail.com,,,,M2,,,,,
3050958,0,1451458,100.0,H,14203,287.0,150.0,mastercard,102.0,credit,299.0,87.0,,,gmail.com,,,,,,,,,,
3050959,0,1451461,88.499,C,2256,545.0,185.0,visa,226.0,credit,,,,12.0,hotmail.com,hotmail.com,,,,M2,,,,,
3050960,0,1451466,21.105,C,3154,408.0,185.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3050961,0,1451469,25.95,W,12839,321.0,150.0,visa,226.0,debit,264.0,87.0,14.0,,,,T,T,T,,,F,F,F,T
3050962,0,1451502,49.0,W,13307,428.0,150.0,visa,166.0,debit,226.0,87.0,,,gmail.com,,,,,M1,T,F,,,
3050963,0,1451511,58.95,W,3583,321.0,150.0,visa,226.0,debit,512.0,87.0,,,gmail.com,,,,,,,F,,,
3050964,0,1451512,150.0,R,6054,327.0,150.0,discover,,credit,299.0,87.0,,,gmail.com,cox.net,,,,,,,,,
3050965,0,1451519,150.0,R,14128,170.0,150.0,mastercard,219.0,credit,315.0,87.0,,,yahoo.com,yahoo.com,,,,,,,,,
3050966,0,1451523,16.178,C,15885,545.0,185.0,visa,138.0,debit,,,,,hotmail.com,hotmail.com,,,,M2,,,,,
3050967,0,1451542,21.105,C,3154,408.0,185.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3050968,0,1451543,82.95,W,7676,512.0,150.0,visa,226.0,debit,194.0,87.0,0.0,,gmail.com,,T,T,F,,,F,T,T,T
3050969,0,1451546,77.0,W,12581,453.0,150.0,visa,226.0,debit,272.0,87.0,,,gmail.com,,,,,M1,F,F,,,
3050970,0,1451572,390.0,W,4663,490.0,150.0,visa,166.0,debit,441.0,87.0,,,hotmail.com,,,,,M0,T,T,,,
3050971,0,1451573,159.0,W,2639,480.0,150.0,mastercard,224.0,debit,387.0,87.0,0.0,,gmail.com,,T,T,T,M1,F,,,,
3050972,0,1451580,200.0,S,13143,170.0,150.0,mastercard,102.0,credit,251.0,87.0,,,,gmail.com,,,,,,,,,
3050973,0,1451665,49.0,W,9992,455.0,150.0,mastercard,166.0,debit,441.0,87.0,12.0,,gmail.com,,T,T,T,M0,F,T,F,F,T
3050974,0,1451666,112.99,W,6550,,150.0,visa,226.0,debit,494.0,87.0,,,aol.com,,,,,M0,F,T,,,
3050975,0,1451679,100.0,R,17649,507.0,150.0,visa,226.0,credit,330.0,87.0,,2.0,gmail.com,gmail.com,,,,,,,,,
3050976,0,1451684,50.0,H,10486,514.0,150.0,mastercard,219.0,credit,264.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3050977,0,1451685,107.95,W,4526,571.0,150.0,visa,226.0,debit,181.0,87.0,2.0,,gmail.com,,T,T,T,,,T,F,F,T
3050978,0,1451689,39.0,W,5751,556.0,150.0,mastercard,224.0,debit,264.0,87.0,13.0,,yahoo.com,,T,T,F,M0,T,T,F,F,T
3050979,0,1451694,57.95,W,7664,490.0,150.0,visa,226.0,debit,264.0,87.0,,,gmail.com,,,,,,,T,,,
3050981,0,1451697,87.99,W,9513,555.0,150.0,visa,226.0,debit,264.0,87.0,2.0,,aol.com,,T,T,F,M0,F,T,,,
3050980,0,1451697,100.0,R,14863,555.0,150.0,visa,226.0,debit,170.0,87.0,,,yahoo.com,yahoo.com,,,,,,,,,
3050982,0,1451705,59.0,W,9480,170.0,150.0,visa,226.0,debit,191.0,87.0,0.0,,gmail.com,,T,T,T,M0,T,F,,,
3050983,0,1451717,52.95,W,12544,321.0,150.0,visa,226.0,debit,476.0,87.0,,,yahoo.com,,,,,,,T,,,
3050984,0,1451728,49.0,W,13780,298.0,150.0,visa,226.0,debit,441.0,87.0,20.0,,,,T,T,T,M0,T,F,,,
3050985,0,1451738,108.5,W,2884,490.0,150.0,visa,226.0,debit,299.0,87.0,8.0,,gmail.com,,T,T,T,M0,F,T,F,F,T
3050986,0,1451754,59.0,W,11862,562.0,150.0,visa,226.0,credit,325.0,87.0,,,me.com,,,,,M0,T,T,,,
3050987,0,1451758,77.0,W,12581,453.0,150.0,visa,226.0,debit,272.0,87.0,11.0,,gmail.com,,T,T,T,M1,F,F,F,F,T
3050988,0,1451762,92.0,W,4663,490.0,150.0,visa,166.0,debit,441.0,87.0,371.0,,hotmail.com,,T,T,T,M0,F,T,,,
3050989,0,1451763,50.0,H,9350,111.0,150.0,visa,162.0,credit,512.0,87.0,,,msn.com,msn.com,,,,,,,,,
3050990,0,1451771,39.0,W,8736,127.0,150.0,mastercard,224.0,debit,181.0,87.0,,,,,,,,M0,T,T,,,
3050991,0,1451777,75.0,R,6019,583.0,150.0,visa,226.0,credit,264.0,87.0,,,live.com,live.com,,,,,,,,,
3050992,0,1451799,25.0,R,13844,583.0,150.0,visa,226.0,credit,330.0,87.0,,,hotmail.com,hotmail.com,,,,,,,,,
3050993,0,1451818,57.95,W,12469,360.0,150.0,mastercard,166.0,debit,498.0,87.0,1170.0,,,,T,T,T,,,F,F,F,F
3050994,0,1451824,30.95,W,2157,111.0,150.0,visa,226.0,debit,441.0,87.0,,,gmail.com,,,,,,,F,,,
3050995,0,1451826,50.0,H,6335,111.0,150.0,visa,162.0,credit,469.0,87.0,,,aol.com,gmail.com,,,,,,,,,
3050996,0,1451837,57.95,W,4806,490.0,150.0,visa,226.0,debit,315.0,87.0,19.0,,yahoo.com,,T,T,T,,,F,,,
3050997,0,1451844,50.0,H,12581,453.0,150.0,visa,226.0,debit,310.0,87.0,,,hotmail.com,hotmail.com,,,,,,,,,
3050998,0,1451852,78.5,W,11723,480.0,150.0,mastercard,224.0,debit,472.0,87.0,17.0,,,,T,T,T,M0,T,T,,,
3050999,0,1451864,23.67,C,3154,408.0,185.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3051000,0,1451880,28.217,C,9633,296.0,185.0,visa,138.0,debit,,,,0.0,gmail.com,gmail.com,,,,M2,,,,,
3051001,0,1451883,117.0,W,7826,481.0,150.0,mastercard,224.0,debit,387.0,87.0,,,gmail.com,,,,,M1,F,F,,,
3051002,0,1451905,36.95,W,10334,555.0,150.0,visa,226.0,debit,205.0,87.0,197.0,,,,T,F,F,,,F,F,F,T
3051003,0,1451912,250.0,R,8289,399.0,150.0,american express,198.0,credit,330.0,87.0,,,verizon.net,verizon.net,,,,,,,,,
3051004,0,1451932,19.705,C,5009,296.0,185.0,visa,102.0,credit,,,,,gmail.com,gmail.com,,,,M2,,,,,
3051005,0,1451958,47.95,W,14259,111.0,150.0,visa,226.0,debit,330.0,87.0,,,rocketmail.com,,,,,,,T,,,
3051006,0,1451966,30.0,W,4967,290.0,150.0,visa,226.0,debit,337.0,87.0,,,gmail.com,,,,,M1,T,F,,,
3051007,0,1451973,118.19,W,15111,310.0,150.0,mastercard,224.0,debit,110.0,87.0,820.0,,gmail.com,,T,T,T,M1,F,F,,,
3051008,0,1451985,25.0,H,10353,399.0,150.0,american express,236.0,credit,330.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3051009,0,1451997,39.0,W,8736,127.0,150.0,mastercard,224.0,debit,181.0,87.0,4.0,,gmail.com,,T,T,T,M0,T,T,,,
3051010,0,1452005,40.0,H,18334,589.0,150.0,visa,226.0,debit,226.0,87.0,,,gmail.com,,,,,,,,,,
3051011,0,1452012,39.0,W,2336,260.0,150.0,visa,226.0,debit,492.0,87.0,738.0,,gmail.com,,T,T,T,M0,F,F,,,
3051012,0,1452015,100.0,R,10616,583.0,150.0,visa,226.0,credit,299.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3051013,0,1452019,250.0,R,18268,583.0,150.0,visa,226.0,credit,204.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3051014,0,1452029,113.248,C,16062,500.0,185.0,mastercard,137.0,credit,,,,,hotmail.com,hotmail.com,,,,M2,,,,,
3051015,0,1452042,250.0,R,8289,399.0,150.0,american express,198.0,credit,330.0,87.0,,,verizon.net,verizon.net,,,,,,,,,
3051016,0,1452044,92.0,W,7861,494.0,150.0,visa,226.0,credit,325.0,87.0,,,me.com,,,,,M0,T,T,,,
3051017,0,1452049,77.0,W,12571,555.0,150.0,visa,226.0,debit,420.0,87.0,3.0,,,,T,T,F,M1,T,F,T,T,T
3051018,0,1452060,50.0,W,4167,300.0,150.0,visa,166.0,debit,181.0,87.0,,,yahoo.com,,,,,,,T,,,
3051019,0,1452064,25.0,H,12544,321.0,150.0,visa,226.0,debit,441.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3051020,0,1452065,30.0,H,10057,225.0,150.0,mastercard,224.0,debit,181.0,87.0,,,yahoo.com,,,,,,,,,,
3051021,0,1452068,30.95,W,1764,158.0,150.0,visa,226.0,debit,315.0,87.0,15.0,,,,T,T,T,,,F,,,
3051022,0,1452080,57.95,W,17131,111.0,150.0,mastercard,224.0,debit,264.0,87.0,17.0,,yahoo.com,,T,T,F,,,T,F,F,T
3051023,0,1452093,171.0,W,4806,490.0,150.0,visa,226.0,debit,315.0,87.0,,,anonymous.com,,,,,M1,F,T,,,
3051024,0,1452093,317.5,W,2755,404.0,150.0,mastercard,102.0,credit,126.0,87.0,1.0,,verizon.net,,T,T,T,M0,T,T,,,
3051025,0,1452098,250.0,R,15066,170.0,150.0,mastercard,102.0,credit,330.0,87.0,,,verizon.net,verizon.net,,,,,,,,,
3051026,0,1452116,100.0,R,5167,361.0,150.0,visa,195.0,debit,441.0,87.0,,,live.com,live.com,,,,,,,,,
3051027,0,1452140,59.0,W,7680,360.0,150.0,mastercard,166.0,debit,272.0,87.0,,,,,,,,M0,F,F,,,
3051028,0,1452160,25.0,H,3556,555.0,150.0,visa,226.0,debit,325.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3051029,0,1452181,30.95,W,2157,111.0,150.0,visa,226.0,debit,441.0,87.0,215.0,,gmail.com,,T,T,T,,,F,,,
3051030,0,1452186,6.784,C,13095,562.0,150.0,mastercard,197.0,credit,,,,27.0,gmail.com,gmail.com,,,,M2,,,,,
3051031,0,1452200,100.0,R,15063,514.0,150.0,visa,226.0,credit,299.0,87.0,,,gmail.com,gmail.com,,,,,,,,,
3051032,0,1452226,171.0,W,16435,298.0,150.0,visa,226.0,debit,337.0,87.0,182.0,,gmail.com,,T,T,T,M1,T,T,,,
3051033,0,1452229,77.0,W,16661,490.0,150.0,visa,226.0,debit,327.0,87.0,3.0,,,,T,T,T,M0,F,T,T,F,T
3051034,0,1452245,49.0,W,17088,480.0,150.0,mastercard,224.0,debit,472.0,87.0,,,gmail.com,,,,,M0,T,F,,,
3051035,0,1452250,54.5,W,16560,476.0,150.0,visa,166.0,debit,181.0,87.0,85.0,,yahoo.com,,T,T,T,M0,T,F,,,
3051036,0,1452271,7.791,C,1164,545.0,185.0,visa,137.0,debit,,,,446.0,outlook.com,outlook.com,,,,M2,,,,,
